"","x"
"1382","FRMD3"
"1383","FCGR2A"
"1384","PODN"
"1385","CUX1"
"1386","TMEM91"
"1387","LRRC8A"
"1388","ADAM12"
"1389","FADS3"
"1390","GIMAP4"
"1391","ALMS1"
"1392","EPB41"
"1393","S100PBP"
"1394","APOA1"
"1395","RBM43"
"1396","SPEF2"
"1397","IPCEF1"
"1398","NLRC5"
"1399","TSPAN32"
"1400","PTPRS"
"1401","VASP"
"1402","LCNL1"
"1403","SMAD7"
"1404","MT1F"
"1405","STMN3"
"1406","CNKSR2"
"1407","ANKRD55"
"1408","SEMA4C"
"1409","DMWD"
"1410","ANPEP"
"1411","SHPRH"
"1412","CEP95"
"1413","ARHGAP18"
"1414","CFH"
"1415","PRKAR2B"
"1416","ZNF611"
"1417","RPS18"
"1418","ZNF578"
"1419","ZDBF2"
"1420","NPTXR"
"1421","MKI67"
"1422","SYCE1L"
"1423","NFE2"
"1424","FCRLB"
"1425","POP1"
"1426","STAM"
"1427","DENND2C"
"1428","GPR18"
"1429","PI16"
"1430","HAGHL"
"1431","RALGAPA1"
"1432","ZNF571"
"1433","NT5M"
"1434","SKAP2"
"1435","PNMA1"
"1436","RPS12"
"1437","SLC16A1-AS1"
"1438","SASS6"
"1439","ZSCAN18"
"1440","OSBPL10"
"1441","GALNT3"
"1442","CROT"
"1443","LINC00504"
"1444","ZNF891"
"1445","WWC3"
"1446","ZNF821"
"1447","GALNT10"
"1448","HAVCR2"
"1449","ARHGAP12"
"1450","CLEC2B"
"1451","MSANTD3"
"1452","CLASP1"
"1453","ZBTB10"
"1454","CTNNAL1"
"1455","TP53INP1"
"1456","MRPS31"
"1457","SMG6"
"1458","NEK8"
"1459","GBP3"
"1460","TSHZ1"
"1461","TBXAS1"
"1462","TMEM176A"
"1463","CCDC15"
"1464","CASK"
"1465","FAM102A"
"1466","ZNF528"
"1467","KIAA0586"
"1468","ABHD15"
"1469","SOCS2"
"1470","PPP1R13B"
"1471","NFAT5"
"1472","KHDRBS2"
"1473","PLP2"
"1474","ATF7IP"
"1475","GPR155"
"1476","ASTE1"
"1477","PRMT2"
"1478","RPS6"
"1479","SMIM14"
"1480","SLC2A1"
"1481","PCSK5"
"1482","APOBEC3C"
"1483","AKNA"
"1484","PLCXD2"
"1485","SMAD5"
"1486","GPATCH11"
"1487","ARHGAP35"
"1488","ZFP90"
"1489","BTG3"
"1490","CCDC34"
"1491","RBFOX3"
"1492","ZNF568"
"1493","SNX29"
"1494","LIPC"
"1495","CUBN"
"1496","RFTN1"
"1497","AK1"
"1498","ZNF506"
"1499","IFNL1"
"1500","FAM8A1"
"1501","TESC"
"1502","JADE2"
"1503","BID"
"1504","HENMT1"
"1505","CISH"
"1506","SLC25A4"
"1507","ZNF43"
"1508","JAM3"
"1509","SLA"
"1510","NIPA1"
"1511","INSIG1"
"1512","SCAI"
"1513","RUFY2"
"1514","RASSF6"
"1515","SPATA5"
"1516","FAM214A"
"1517","FCHSD2"
"1518","TOB1"
"1519","CPD"
"1520","LINC00909"
"1521","BRD8"
"1522","RNGTT"
"1523","ADAM22"
"1524","DDIT3"
"1525","RAB11FIP3"
"1526","CTSA"
"1527","L3MBTL4"
"1528","KMT2A"
"1529","CERS4"
"1530","P2RY11"
"1531","POMC"
"1532","CLEC1B"
"1533","MAGEE1"
"1534","ZNF75A"
"1535","PDP2"
"1536","TRMT11"
"1537","PITPNC1"
"1538","IFNGR1"
"1539","PELI1"
"1540","C1RL-AS1"
"1541","VAMP5"
"1542","ZNF525"
"1543","MYLIP"
"1544","CCDC7"
"1545","LINC00623"
"1546","CCDC136"
"1547","IRAK3"
"1548","PLEKHA5"
"1549","EFHC2"
"1550","ZNF701"
"1551","MYO9A"
"1552","NINL"
"1553","RBM34"
"1554","ZNF502"
"1555","COQ7"
"1556","HLTF"
"1557","MT-ND6"
"1558","C19orf38"
"1559","SPATA13"
"1560","PRKACB"
"1561","TRAF1"
"1562","GLMN"
"1563","RTTN"
"1564","SLC25A37"
"1565","STON2"
"1566","EAF2"
"1567","MAPK13"
"1568","FIGNL1"
"1569","CTDSPL"
"1570","LUCAT1"
"1571","RPS6KA5"
"1572","ZNF141"
"1573","ZNF566"
"1574","FAM217B"
"1575","TRMT13"
"1576","SAMD9L"
"1577","KAT2B"
"1578","HELLS"
"1579","LY9"
"1580","ICOS"
"1581","NEB"
"1582","KCTD10"
"1583","PLSCR1"
"1584","SBF1"
"1585","ZNF431"
"1586","USP24"
"1587","UAP1"
"1588","FTX"
"1589","CD302"
"1590","TRIM23"
"1591","MYO1B"
"1592","ESCO1"
"1593","TTC39C"
"1594","CPPED1"
"1595","FMNL3"
"1596","MPP6"
"1597","C5orf63"
"1598","RAB32"
"1599","ZNF677"
"1600","MDN1"
"1601","HEXIM1"
"1602","PLA2G6"
"1603","AASS"
"1604","UPF3A"
"1605","HELB"
"1606","DOCK9"
"1607","ZNF92"
"1608","MYO1G"
"1609","ZNF10"
"1610","GALM"
"1611","MFAP1"
"1612","STAMBPL1"
"1613","KCNH8"
"1614","BRCA2"
"1615","PRKCB"
"1616","LAIR1"
"1617","NPDC1"
"1618","KHDC1"
"1619","AMIGO2"
"1620","SMC2"
"1621","ARHGEF28"
"1622","ARRDC3"
"1623","ABCA3"
"1624","KIAA0040"
"1625","UBXN2A"
"1626","KIN"
"1627","CMTR2"
"1628","AHCTF1"
"1629","HEG1"
"1630","JADE1"
"1631","CALCOCO1"
"1632","NRDE2"
"1633","VMP1"
"1634","FAM107B"
"1635","C19orf12"
"1636","SCD5"
"1637","USP20"
"1638","GADD45G"
"1639","LPAR6"
"1640","ZNF665"
"1641","LSP1"
"1642","AMMECR1"
"1643","NUF2"
"1644","DDHD1"
"1645","PYGM"
"1646","WDR35"
"1647","PDZK1IP1"
"1648","METTL4"
"1649","SH2D3A"
"1650","SAV1"
"1651","ZBTB49"
"1652","PRDM2"
"1653","PAG1"
"1654","CATSPER1"
"1655","ZNF37A"
"1656","CHMP7"
"1657","PEX1"
"1658","RPL3"
"1659","CDK2AP2"
"1660","DYRK2"
"1661","ZNF570"
"1662","PCAT1"
"1663","ZNF208"
"1664","MED17"
"1665","ZNF667"
"1666","ZNF483"
"1667","CXCL10"
"1668","TUBB4B"
"1669","SLX4"
"1670","NBPF3"
"1671","CMIP"
"1672","CEP44"
"1673","SERP2"
"1674","MGA"
"1675","ZNF415"
"1676","TRERF1"
"1677","ZNF30"
"1678","SACS"
"1679","ITPR2"
"1680","ZNF91"
"1681","CNFN"
"1682","DKK3"
"1683","NAA16"
"1684","ZNF778"
"1685","PPP3CA"
"1686","PPP1R14B"
"1687","ZNF830"
"1688","CCDC92"
"1689","MCF2L"
"1690","EML4"
"1691","ZCCHC7"
"1692","METTL8"
"1693","CSNK1G3"
"1694","ZNF253"
"1695","ZFP30"
"1696","ZNF793"
"1697","LINGO3"
"1698","BLM"
"1699","NOTCH1"
"1700","CSPP1"
"1701","ROPN1L"
"1702","NABP1"
"1703","MCM3AP-AS1"
"1704","SNX25"
"1705","LTBP1"
"1706","F5"
"1707","MTRNR2L8"
"1708","OSBPL7"
"1709","SOBP"
"1710","FAM172A"
"1711","ACSL1"
"1712","MAP7D3"
"1713","BCL6"
"1714","NAA40"
"1715","SMAGP"
"1716","TRIM52"
"1717","FBF1"
"1718","NAALADL1"
"1719","SH3BP5"
"1720","KRT5"
"1721","HAUS6"
"1722","CDKN2D"
"1723","SLC38A2"
"1724","SNIP1"
"1725","WDR76"
"1726","RUFY1"
"1727","ZNF335"
"1728","CDHR1"
"1729","TRBV11-2"
"1730","C12orf73"
"1731","POT1-AS1"
"1732","TRAPPC2"
"1733","ZBTB1"
"1734","SMIM5"
"1735","CLEC4A"
"1736","USP47"
"1737","ZNF407"
"1738","DPP4"
"1739","C1orf131"
"1740","ATF7IP2"
"1741","GPAM"
"1742","LRIG2"
"1743","PTPRM"
"1744","FBXO44"
"1745","AGAP2"
"1746","GBP2"
"1747","TERF1"
"1748","AKAP6"
"1749","HRK"
"1750","AFAP1L2"
"1751","SACM1L"
"1752","XRRA1"
"1753","MTRNR2L12"
"1754","ZNF280B"
"1755","CARF"
"1756","TRAPPC10"
"1757","THEMIS2"
"1758","ZNF626"
"1759","ZCCHC17"
"1760","CDKN2AIP"
"1761","PLEC"
"1762","FAM117A"
"1763","EFCAB7"
"1764","FAM227B"
"1765","TNFAIP6"
"1766","CCDC174"
"1767","NLRP2"
"1768","EIF2AK3"
"1769","OBSCN"
"1770","TOPORS"
"1771","MPHOSPH9"
"1772","DYSF"
"1773","ZNF718"
"1774","MIS18BP1"
"1775","CXCL1"
"1776","BTN3A2"
"1777","SDCBP"
"1778","DYNLL1"
"1779","POU2F1"
"1780","EFNA5"
"1781","ZMYND11"
"1782","ZNF84"
"1783","CAPN15"
"1784","ZFP82"
"1785","AGTPBP1"
"1786","RINL"
"1787","APOL1"
"1788","AP2S1"
"1789","SH3PXD2A"
"1790","TEPP"
"1791","CLDND2"
"1792","MSC"
"1793","ARSK"
"1794","ABCG1"
"1795","CCDC18"
"1796","GAN"
"1797","MTR"
"1798","CACNA1C-AS2"
"1799","SNHG9"
"1800","TUBB2A"
"1801","LAPTM5"
"1802","ZNF549"
"1803","WDR37"
"1804","HS3ST3B1"
"1805","SNCA"
"1806","HEMGN"
"1807","ZNF184"
"1808","CIITA"
"1809","YAF2"
"1810","PIK3AP1"
"1811","VAMP1"
"1812","LINC00954"
"1813","TCOF1"
"1814","CDKL1"
"1815","CENPT"
"1816","DSP"
"1817","CNST"
"1818","TCEANC"
"1819","RASGRF2"
"1820","RPL39L"
"1821","ZBTB25"
"1822","MAN1A1"
"1823","TRIB1"
"1824","NOG"
"1825","LUZP1"
"1826","SH3BP2"
"1827","MMRN1"
"1828","UBE2O"
"1829","IDI1"
"1830","GABPB2"
"1831","TLR3"
"1832","AHDC1"
"1833","ZNF606"
"1834","SETBP1"
"1835","ZNF266"
"1836","CENPL"
"1837","TPST1"
"1838","KDM5B"
"1839","RASAL3"
"1840","ABCD2"
"1841","DNAAF2"
"1842","NSUN6"
"1843","ERCC6L2"
"1844","ACAP1"
"1845","SLC6A4"
"1846","MMS22L"
"1847","FBXW4"
"1848","BBS4"
"1849","GP6"
"1850","ERMP1"
"1851","LPIN2"
"1852","CCNT1"
"1853","AMOT"
"1854","PAK6"
"1855","L3MBTL3"
"1856","C8G"
"1857","ZNF292"
"1858","CTC1"
"1859","ANXA6"
"1860","STIM2"
"1861","ZNF559"
"1862","PPM1N"
"1863","AGBL2"
"1864","THAP5"
"1865","RABGAP1L"
"1866","BACH1"
"1867","PURA"
"1868","AMN1"
"1869","CASP3"
"1870","RBM28"
"1871","ECHDC2"
"1872","BIN2"
"1873","GNAZ"
"1874","SLC12A2"
"1875","SERINC5"
"1876","PLEKHH2"
"1877","MYL12A"
"1878","KIF2A"
"1879","ATL1"
"1880","OGFRL1"
"1881","VIT"
"1882","ZNF347"
"1883","GTF2IRD2"
"1884","VANGL1"
"1885","ZSCAN30"
"1886","KRT2"
"1887","THAP6"
"1888","NFATC3"
"1889","DSEL"
"1890","GBP1"
"1891","TSC1"
"1892","NOL8"
"1893","LRCH3"
"1894","EXOG"
"1895","FAM160B1"
"1896","DPF3"
"1897","BTN3A3"
"1898","LGALS12"
"1899","ZNF721"
"1900","PERP"
"1901","KCNA3"
"1902","CEP128"
"1903","TET1"
"1904","ITPKB"
"1905","BCR"
"1906","FAM153A"
"1907","ZNF682"
"1908","REV3L"
"1909","KIAA1109"
"1910","ATG2B"
"1911","GSPT2"
"1912","JARID2"
"1913","CCSER2"
"1914","SMYD3"
"1915","CNNM3"
"1916","GSE1"
"1917","FAM161A"
"1918","B4GALT4"
"1919","IFT57"
"1920","NOC3L"
"1921","MFSD8"
"1922","MCM7"
"1923","LINC00494"
"1924","GTDC1"
"1925","SLC16A10"
"1926","HSBP1"
"1927","CENPC"
"1928","BRPF3"
"1929","KRT1"
"1930","IL12RB1"
"1931","OTUD3"
"1932","DAPK2"
"1933","AIM2"
"1934","ZNF544"
"1935","DDX60"
"1936","GPATCH4"
"1937","DDX11"
"1938","EID2B"
"1939","LINC00672"
"1940","PRRT2"
"1941","HSPB1"
"1942","PTPRA"
"1943","TMEM63A"
"1944","FANCM"
"1945","FAM184A"
"1946","CCDC138"
"1947","HES4"
"1948","DUSP8"
"1949","METTL18"
"1950","MFAP3L"
"1951","SFXN1"
"1952","SUN2"
"1953","ZNF841"
"1954","ARHGAP15"
"1955","NEK1"
"1956","EVA1C"
"1957","BAALC"
"1958","ZNF248"
"1959","APC"
"1960","ZNF181"
"1961","SPATA33"
"1962","ZYX"
"1963","PZP"
"1964","SORBS2"
"1965","ZNF337-AS1"
"1966","SREK1IP1"
"1967","TSGA10"
"1968","LDLR"
"1969","NCOA4"
"1970","TMEM168"
"1971","UPF3B"
"1972","CTSF"
"1973","IL10RA"
"1974","RABEP2"
"1975","CREBZF"
"1976","ZNF680"
"1977","TMEM161B"
"1978","PRKD2"
"1979","HELQ"
"1980","CEP97"
"1981","PPIL2"
"1982","ZNF154"
"1983","GATA2"
"1984","ADAMTS6"
"1985","CYB561D1"
"1986","TMEM245"
"1987","PGRMC1"
"1988","PMS1"
"1989","ESR2"
"1990","SENCR"
"1991","PLEKHO1"
"1992","KRI1"
"1993","KCTD7"
"1994","ZNF667-AS1"
"1995","CYFIP2"
"1996","ARL10"
"1997","RAB11FIP4"
"1998","PARD6B"
"1999","LINC00342"
"2000","MSH2"
"2001","RIF1"
"2002","ARHGAP6"
"2003","MAP4K5"
"2004","CD55"
"2005","RHBDF2"
"2006","OSBPL3"
"2007","SYNJ2"
"2008","BTBD8"
"2009","NUFIP1"
"2010","SULT1A1"
"2011","DDHD2"
"2012","ZNF582-AS1"
"2013","IL17RA"
"2014","VWA8"
"2015","HS3ST1"
"2016","TRMT10B"
"2017","SNHG8"
"2018","CCDC180"
"2019","AEBP1"
"2020","SNHG12"
"2021","ZNF66"
"2022","TMEM161B-AS1"
"2023","CR2"
"2024","LTBP4"
"2025","MRPL10"
"2026","HELZ"
"2027","UNKL"
"2028","FYCO1"
"2029","STEAP4"
"2030","DBT"
"2031","SCN1B"
"2032","KDM3A"
"2033","ANK1"
"2034","CCDC66"
"2035","RAPGEF6"
"2036","NR3C2"
"2037","BTBD9"
"2038","TMEM154"
"2039","GMCL1"
"2040","HIVEP2"
"2041","HSBP1L1"
"2042","NCOA1"
"2043","TGFB1I1"
"2044","PSME2"
"2045","FAM126B"
"2046","MAPK1"
"2047","CBR4"
"2048","ZNF720"
"2049","HLCS"
"2050","KDM6B"
"2051","ZNF160"
"2052","NRF1"
"2053","ETAA1"
"2054","SLC25A53"
"2055","SEMA4F"
"2056","ZNF385A"
"2057","ZNF274"
"2058","TSPAN18"
"2059","EEA1"
"2060","DCAF5"
"2061","EIF2AK2"
"2062","RFX3"
"2063","ANKZF1"
"2064","SQLE"
"2065","MICU3"
"2066","MAP3K4"
"2067","ATXN7L1"
"2068","SERPINB9"
"2069","LGALS9"
"2070","LINC01011"
"2071","TXLNG"
"2072","CREB5"
"2073","DLGAP1-AS2"
"2074","EPSTI1"
"2075","ABHD5"
"2076","UHRF2"
"2077","ATP13A4"
"2078","LRRCC1"
"2079","LINC01146"
"2080","HAUS3"
"2081","TMC4"
"2082","CNOT6L"
"2083","CBFA2T2"
"2084","NMB"
"2085","BEND5"
"2086","KRT81"
"2087","LAMA2"
"2088","RGP1"
"2089","PHACTR2"
"2090","ZNF286A"
"2091","ZNF608"
"2092","SLC2A4RG"
"2093","FZD3"
"2094","DIP2C"
"2095","TAPT1"
"2096","PCBP4"
"2097","B3GNT2"
"2098","SDF2L1"
"2099","EDA"
"2100","SENP7"
"2101","ADAL"
"2102","ENO2"
"2103","TTC33"
"2104","CD2AP"
"2105","PSD4"
"2106","GPR82"
"2107","EPB41L5"
"2108","TOP2A"
"2109","ZNF257"
"2110","INTS6"
"2111","ZNF397"
"2112","HDAC4"
"2113","RTKN"
"2114","TBC1D32"
"2115","BPTF"
"2116","FOXO1"
"2117","EPG5"
"2118","MATN1-AS1"
"2119","NCAPD3"
"2120","L2HGDH"
"2121","TMEM71"
"2122","MSI2"
"2123","POLR3A"
"2124","CA13"
"2125","INO80D"
"2126","FRMPD3"
"2127","THOC1"
"2128","WBP4"
"2129","ZNF583"
"2130","KPNA5"
"2131","BEX2"
"2132","TULP4"
"2133","INPP4A"
"2134","TRAPPC3L"
"2135","NIFK-AS1"
"2136","SNPH"
"2137","UVSSA"
"2138","ZNF429"
"2139","NFIL3"
"2140","MESP1"
"2141","NEDD1"
"2142","ZNF224"
"2143","SUPV3L1"
"2144","ST6GALNAC6"
"2145","CCPG1"
"2146","TULP3"
"2147","DSTYK"
"2148","MYOM1"
"2149","ZDHHC21"
"2150","DHX38"
"2151","ATG16L1"
"2152","LGALSL"
"2153","RPGRIP1L"
"2154","SCPEP1"
"2155","EZH1"
"2156","ZER1"
"2157","STXBP4"
"2158","PPP3CC"
"2159","ZNF302"
"2160","RCBTB2"
"2161","PSME4"
"2162","METTL16"
"2163","GRHL1"
"2164","RNF8"
"2165","ARL4D"
"2166","ORC2"
"2167","CHD4"
"2168","SAMSN1"
"2169","TMEM41B"
"2170","CCL20"
"2171","DTNB"
"2172","WRN"
"2173","USP45"
"2174","UCP3"
"2175","CISD3"
"2176","TSPYL4"
"2177","BASP1"
"2178","MADD"
"2179","TAF3"
"2180","TCTN1"
"2181","VPS13B"
"2182","RNF157"
"2183","QSOX2"
"2184","CA2"
"2185","ZNF329"
"2186","GPATCH1"
"2187","TRAF4"
"2188","EIF5B"
"2189","KIAA2026"
"2190","BOLA3-AS1"
"2191","ZNF569"
"2192","ZNF354C"
"2193","ZNF322"
"2194","POLG2"
"2195","FUT8"
"2196","KRIT1"
"2197","NFIA"
"2198","RIMKLB"
"2199","ATG4D"
"2200","DAPP1"
"2201","GAS1"
"2202","CCDC30"
"2203","ST6GAL1"
"2204","ZNF543"
"2205","CBX5"
"2206","SYT5"
"2207","EHD1"
"2208","CMSS1"
"2209","ZFPM1"
"2210","DCUN1D4"
"2211","DNAJC27"
"2212","COQ10A"
"2213","RGS16"
"2214","PCP2"
"2215","HECTD4"
"2216","JMY"
"2217","HOXB7"
"2218","EML5"
"2219","ARRB2"
"2220","BCAS4"
"2221","EIF3E"
"2222","DCAF17"
"2223","SLC37A3"
"2224","TCHP"
"2225","PAPOLG"
"2226","USP44"
"2227","TTC21B"
"2228","BAMBI"
"2229","PLCL2"
"2230","C2CD3"
"2231","XPNPEP2"
"2232","QRSL1"
"2233","NDUFB2-AS1"
"2234","HOXA10"
"2235","ZNF28"
"2236","SPATA6L"
"2237","CCDC82"
"2238","GOLM1"
"2239","PTTG1"
"2240","THEM4"
"2241","CCDC167"
"2242","TSPAN9"
"2243","RMDN3"
"2244","KLHL3"
"2245","ARMC7"
"2246","GSTM3"
"2247","APBB1"
"2248","TRIM17"
"2249","CDKN2C"
"2250","TLE2"
"2251","NDC80"
"2252","UBL7-AS1"
"2253","NPHP3"
"2254","PRCD"
"2255","ZNF550"
"2256","ACVR1C"
"2257","B4GALT6"
"2258","GGA2"
"2259","ING5"
"2260","ZNF880"
"2261","EID3"
"2262","KLF8"
"2263","BICD1"
"2264","FAM110A"
"2265","CYTH3"
"2266","TMCC3"
"2267","HAPLN3"
"2268","THAP2"
"2269","DDX43"
"2270","FN3K"
"2271","ZFP37"
"2272","RPS3"
"2273","SPRYD7"
"2274","VNN3"
"2275","PRAM1"
"2276","APOBEC3D"
"2277","ISYNA1"
"2278","GLB1L2"
"2279","TGFB1"
"2280","ZNF420"
"2281","SMURF2"
"2282","PF4V1"
"2283","C1orf198"
"2284","PITPNA-AS1"
"2285","NIPAL3"
"2286","SYNGAP1"
"2287","BARD1"
"2288","HERC1"
"2289","ZNF860"
"2290","USP37"
"2291","MIR155HG"
"2292","BBC3"
"2293","PGBD4"
"2294","PUS7L"
"2295","CLUAP1"
"2296","CYB5D2"
"2297","SMAD3"
"2298","ZNF596"
"2299","C11orf80"
"2300","UBE2F"
"2301","CHST10"
"2302","PKHD1L1"
"2303","PTPRB"
"2304","CASD1"
"2305","RAB3GAP2"
"2306","APOLD1"
"2307","CRISPLD2"
"2308","ERCC6"
"2309","CLOCK"
"2310","HELZ2"
"2311","ROCK2"
"2312","NEDD9"
"2313","ABCA1"
"2314","PLS1"
"2315","CDKN2A"
"2316","BOD1L1"
"2317","SFMBT1"
"2318","TRIM37"
"2319","RNPC3"
"2320","ZNF200"
"2321","UNK"
"2322","KIF3C"
"2323","TIMELESS"
"2324","TP53BP1"
"2325","ZNF382"
"2326","ARHGAP5"
"2327","ZNF432"
"2328","SPDL1"
"2329","ZMYND10"
"2330","ENAH"
"2331","FANCB"
"2332","TMTC3"
"2333","FAN1"
"2334","RANBP17"
"2335","RAD9A"
"2336","CCNF"
"2337","RNASE2"
"2338","ASTN2"
"2339","LINC01137"
"2340","ZNHIT6"
"2341","CLEC4D"
"2342","N4BP2"
"2343","SPAG1"
"2344","LY6G5C"
"2345","CWC22"
"2346","RB1CC1"
"2347","RFXAP"
"2348","LTA"
"2349","TUBGCP6"
"2350","VLDLR"
"2351","CEP70"
"2352","KANSL3"
"2353","VGLL4"
"2354","ZNF599"
"2355","GSC"
"2356","IL5RA"
"2357","CEP350"
"2358","GIGYF1"
"2359","GLRX"
"2360","RAC2"
"2361","KBTBD7"
"2362","CENPV"
"2363","PRPF3"
"2364","BBX"
"2365","ZNF14"
"2366","MTFP1"
"2367","FHL1"
"2368","CA11"
"2369","NUGGC"
"2370","CHD6"
"2371","HOXB3"
"2372","FBXO3"
"2373","RGS10"
"2374","PHIP"
"2375","SYTL1"
"2376","CLCN3"
"2377","NAPB"
"2378","HGD"
"2379","FRA10AC1"
"2380","SPRTN"
"2381","KANSL1-AS1"
"2382","PREPL"
"2383","NBEAL2"
"2384","COPZ2"
"2385","IFT88"
"2386","ZNF138"
"2387","RNF43"
"2388","SIDT1-AS1"
"2389","ZNF501"
"2390","RAD54L2"
"2391","IFT80"
"2392","WDR54"
"2393","TCEAL3"
"2394","CHL1"
"2395","GFI1B"
"2396","THUMPD2"
"2397","RAI14"
"2398","TMEM120B"
"2399","ZC3H13"
"2400","EPM2AIP1"
"2401","USP42"
"2402","DDX58"
"2403","N6AMT1"
"2404","C12orf43"
"2405","ZNF250"
"2406","SNHG10"
"2407","SSPN"
"2408","RCAN2"
"2409","CCND1"
"2410","DENND4A"
"2411","UBB"
"2412","EDRF1"
"2413","CD4"
"2414","SIGLEC10"
"2415","MMP28"
"2416","LSG1"
"2417","C1orf35"
"2418","GOLGA2"
"2419","C16orf74"
"2420","KBTBD3"
"2421","CYP2R1"
"2422","MED19"
"2423","GXYLT1"
"2424","UGT8"
"2425","ZNF557"
"2426","DUSP16"
"2427","MEPCE"
"2428","PIK3C2A"
"2429","ZNF792"
"2430","ITCH"
"2431","FAM153B"
"2432","ZNF529"
"2433","PPP1R12B"
"2434","DGCR8"
"2435","LINC00910"
"2436","PACSIN1"
"2437","ABL2"
"2438","CEBPZ"
"2439","PHACTR4"
"2440","CAPS"
"2441","CNN3"
"2442","MBD5"
"2443","BCDIN3D"
"2444","PRDM8"
"2445","CDC37L1"
"2446","AUH"
"2447","MEI1"
"2448","HOOK1"
"2449","TNFRSF11A"
"2450","MEGF6"
"2451","MRPL1"
"2452","ATG14"
"2453","COG1"
"2454","PVRIG"
"2455","SPICE1"
"2456","BBS9"
"2457","ZMYM1"
"2458","NAPEPLD"
"2459","ANKH"
"2460","SNX2"
"2461","PIK3CA"
"2462","MEIS1"
"2463","TTC14"
"2464","LSS"
"2465","IPO11"
"2466","ZC3H12D"
"2467","GPM6B"
"2468","PTPN18"
"2469","TMEM64"
"2470","ZNF234"
"2471","CSTB"
"2472","LINC00665"
"2473","AMIGO1"
"2474","CPA5"
"2475","ANKS3"
"2476","RPS25"
"2477","SIT1"
"2478","PTBP2"
"2479","ZBTB40"
"2480","ZNF484"
"2481","MAP3K9"
"2482","PDGFA"
"2483","NUP88"
"2484","UBXN7"
"2485","STK38"
"2486","RALGPS1"
"2487","ZFYVE9"
"2488","SIPA1"
"2489","SMIM1"
"2490","ZNF235"
"2491","NDFIP2"
"2492","SCLT1"
"2493","CHMP1B"
"2494","IFIT1"
"2495","ZNF142"
"2496","ZNF354B"
"2497","TRIM59"
"2498","ESYT2"
"2499","CHD8"
"2500","ANKRD11"
"2501","TSTD2"
"2502","SLC16A7"
"2503","ZNF678"
"2504","PREX1"
"2505","HBEGF"
"2506","ZNF44"
"2507","ZNF367"
"2508","ZNF12"
"2509","ARID3B"
"2510","MPRIP"
"2511","MXI1"
"2512","ABI2"
"2513","PIBF1"
"2514","ZNF527"
"2515","ZFR2"
"2516","TMEM106C"
"2517","IFNLR1"
"2518","ASB1"
"2519","ZNF844"
"2520","ANKDD1B"
"2521","SIRPG"
"2522","LYSMD3"
"2523","CDK14"
"2524","SNX10"
"2525","UBE2J1"
"2526","DZANK1"
"2527","ZNF839"
"2528","ZFP28"
"2529","C1QTNF6"
"2530","NPIPB4"
"2531","PER3"
"2532","ZZEF1"
"2533","FBXO48"
"2534","PRKD3"
"2535","TNRC6A"
"2536","CHAF1B"
"2537","LAMP5"
"2538","SGCD"
"2539","E2F3"
"2540","TNKS"
"2541","MYEF2"
"2542","ZNF616"
"2543","UCHL5"
"2544","UBTF"
"2545","RNF139-AS1"
"2546","TIFA"
"2547","DUSP14"
"2548","HSP90AA1"
"2549","SCAF8"
"2550","HMGB2"
"2551","DTX1"
"2552","WDTC1"
"2553","TUBD1"
"2554","DLG1"
"2555","GPCPD1"
"2556","ZNF337"
"2557","C11orf21"
"2558","IFI16"
"2559","MORC4"
"2560","MCM9"
"2561","PAXIP1-AS2"
"2562","FBXO34"
"2563","RAB2B"
"2564","DNHD1"
"2565","TMC8"
"2566","ARL4A"
"2567","CCNH"
"2568","TMEM169"
"2569","MC1R"
"2570","NUDT11"
"2571","BAIAP3"
"2572","DMTF1"
"2573","ORMDL3"
"2574","CLNK"
"2575","SIPA1L1"
"2576","ZNF813"
"2577","MBNL2"
"2578","PCOLCE"
"2579","MSL2"
"2580","LIN54"
"2581","TSPAN33"
"2582","ARID2"
"2583","FSIP1"
"2584","MID1IP1"
"2585","COIL"
"2586","PLXNA3"
"2587","MTMR9"
"2588","ATE1"
"2589","EXTL2"
"2590","EMB"
"2591","SMYD4"
"2592","HEATR1"
"2593","ZNF345"
"2594","SEMA4D"
"2595","OTUD7A"
"2596","TTPAL"
"2597","ZNF300"
"2598","ZNF281"
"2599","RAB6B"
"2600","GIMAP6"
"2601","SPTY2D1"
"2602","OSGEPL1"
"2603","ABHD17B"
"2604","TRRAP"
"2605","PRSS22"
"2606","CYB561"
"2607","UBE3D"
"2608","SLC35D1"
"2609","IRGM"
"2610","MORN3"
"2611","MADCAM1"
"2612","ZNF430"
"2613","KAT6A"
"2614","ZNF227"
"2615","TNPO2"
"2616","MINK1"
"2617","LCLAT1"
"2618","LANCL1"
"2619","HERC6"
"2620","TFR2"
"2621","SLC6A16"
"2622","SUGCT"
"2623","CEP120"
"2624","ST3GAL3"
"2625","VCPIP1"
"2626","HIVEP3"
"2627","CSNK1E"
"2628","MTA3"
"2629","BCL9"
"2630","DDX52"
"2631","ZNF251"
"2632","RRP15"
"2633","HIRIP3"
"2634","ADK"
"2635","BST1"
"2636","MPP1"
"2637","CCDC88B"
"2638","P2RY14"
"2639","SLC35G1"
"2640","ODF3B"
"2641","ATP6V0A2"
"2642","TLK1"
"2643","PCYOX1"
"2644","RBM48"
"2645","FURIN"
"2646","SLC9B2"
"2647","PSTPIP2"
"2648","BTRC"
"2649","BRCA1"
"2650","AGO3"
"2651","LIME1"
"2652","PRKAB2"
