"","run","experiment","value","method","replicate","Beta_SSE","Beta_FPR","Beta_TPR","KL_divergence","hellinger_distance","error","best_case_Beta_SSE","best_case_KL_divergence","best_case_hellinger_distance","best_case_error","oracle"
"Beta_SSE377","random_X_and_Beta","N",2400,"glmnet_subset",36,2793.16015411119,0.39,0.93,12.440312800414,0.755579081607992,0.7291,2563.56010895444,9.72966881344473,0.724051730119567,0.7259,"observed"
"Beta_SSE378","random_X_and_Beta","N",2400,"glmnet_subset",37,2897.75491143445,0.4075,0.89,12.8764664729319,0.762602196611255,0.7452,2686.78052484366,10.1805276653408,0.732167653552911,0.7441,"observed"
"Beta_SSE379","random_X_and_Beta","N",2400,"glmnet_subset",38,2769.93276819994,0.3625,0.97,11.5815257662891,0.742133564286203,0.7024,2546.72693479137,8.95724074746328,0.707366970847578,0.7024,"observed"
"Beta_SSE380","random_X_and_Beta","N",2400,"glmnet_subset",39,2903.7856511744,0.4225,0.89,13.0210045126727,0.767808302065369,0.7581,2685.21955471055,10.4381137763601,0.741629547065351,0.7581,"observed"
"Beta_SSE381","random_X_and_Beta","N",2400,"glmnet_subset",4,2791.58622010305,0.48,0.94,11.3240006533246,0.735071056395603,0.7091,2589.03430235988,9.12410326812916,0.707824907691773,0.7002,"observed"
"Beta_SSE382","random_X_and_Beta","N",2400,"glmnet_subset",40,2839.01557197154,0.4075,0.92,12.3138134543579,0.758036572172279,0.7364,2614.85751901752,9.75991651314989,0.731352524349688,0.7361,"observed"
"Beta_SSE383","random_X_and_Beta","N",2400,"glmnet_subset",41,2866.38764395318,0.445,0.93,12.1945757050869,0.751326046601446,0.7408,2657.63769797315,9.92387393745617,0.728392161003996,0.7339,"observed"
"Beta_SSE384","random_X_and_Beta","N",2400,"glmnet_subset",42,2874.82816544371,0.415,0.95,11.653728675966,0.739466313814956,0.7152,2659.15295575416,9.38915389152559,0.711898867093826,0.7125,"observed"
"Beta_SSE385","random_X_and_Beta","N",2400,"glmnet_subset",43,2874.40899879498,0.43,0.97,12.4961318131899,0.752416242729803,0.7239,2658.49021046015,9.85889421426968,0.722807873260478,0.7229,"observed"
"Beta_SSE386","random_X_and_Beta","N",2400,"glmnet_subset",44,2821.93152235172,0.395,0.91,12.5770510693571,0.761956151643427,0.739,2618.58041431337,10.0738707586132,0.734803118103926,0.739,"observed"
"Beta_SSE387","random_X_and_Beta","N",2400,"glmnet_subset",45,2914.61276633516,0.3875,0.9,12.778564314511,0.757936208875542,0.7302,2716.05555239978,10.26513065986,0.731387145086753,0.7298,"observed"
"Beta_SSE388","random_X_and_Beta","N",2400,"glmnet_subset",46,2875.57680607408,0.4,0.9,12.5006244167205,0.756547315874457,0.7307,2680.20064702205,9.88155710441514,0.726670621593028,0.7299,"observed"
"Beta_SSE389","random_X_and_Beta","N",2400,"glmnet_subset",47,2871.41795906582,0.42,0.93,12.8692583920129,0.764351382381695,0.7432,2664.13368068738,10.393817006957,0.737927275881293,0.7373,"observed"
"Beta_SSE390","random_X_and_Beta","N",2400,"glmnet_subset",48,2775.75939537589,0.4225,0.95,12.3602670233694,0.759272711009052,0.7436,2583.96766195257,9.95323163933301,0.733999623024248,0.7385,"observed"
"Beta_SSE391","random_X_and_Beta","N",2400,"glmnet_subset",49,2902.01541638491,0.4625,0.89,12.7686012651105,0.757001347177111,0.7256,2697.304602893,10.1548007118286,0.728485498228168,0.7235,"observed"
"Beta_SSE392","random_X_and_Beta","N",2400,"glmnet_subset",5,2860.7613110358,0.4075,0.95,12.4366405944489,0.755690381596686,0.7302,2648.69302874107,9.90274932830144,0.729150626824283,0.7262,"observed"
"Beta_SSE393","random_X_and_Beta","N",2400,"glmnet_subset",50,2816.6536856903,0.445,0.93,12.1570359375456,0.747125270216669,0.7153,2585.46767990223,9.58091983211652,0.715649603240875,0.7128,"observed"
"Beta_SSE394","random_X_and_Beta","N",2400,"glmnet_subset",6,2811.37490085839,0.3925,0.89,12.2628010477161,0.755335902997807,0.7389,2588.53334993676,9.70510537758585,0.726774796456735,0.7389,"observed"
"Beta_SSE395","random_X_and_Beta","N",2400,"glmnet_subset",7,2871.4921743534,0.435,0.87,12.5026753312541,0.758666836082486,0.742,2669.31476428526,10.0251015755832,0.735316818127928,0.7391,"observed"
"Beta_SSE396","random_X_and_Beta","N",2400,"glmnet_subset",8,2852.75831858389,0.4725,0.94,12.6100972539702,0.763316419364551,0.7483,2644.05878310098,10.298067211909,0.741127969213738,0.7468,"observed"
"Beta_SSE397","random_X_and_Beta","N",2400,"glmnet_subset",9,2774.58661815606,0.3925,0.93,12.5778158987927,0.760484803243675,0.732,2532.50300252147,9.87497464210093,0.729503126408696,0.7268,"observed"
"Beta_SSE398","random_X_and_Beta","N",2400,"glmnet_subset",1,2176.54724896769,0.8725,1,3.81076586042113,0.510621437872859,0.428,1255.61103826673,2.84698761428201,0.463531416505425,0.4114,"ORC_fine"
"Beta_SSE399","random_X_and_Beta","N",2400,"glmnet_subset",10,2173.53150007859,0.87,1,3.82787615600621,0.508676736661365,0.4206,1284.98588194964,2.86059036537489,0.4629856766098,0.407,"ORC_fine"
"Beta_SSE400","random_X_and_Beta","N",2400,"glmnet_subset",11,2133.92526063205,0.8725,1,3.74265333187421,0.506921687270838,0.4164,1253.17133789263,2.77813565898075,0.457573219436809,0.405,"ORC_fine"
"Beta_SSE401","random_X_and_Beta","N",2400,"glmnet_subset",12,1975.08285722768,0.895,1,3.36318990222446,0.489547912954754,0.4151,1215.89922915711,2.68907193192014,0.453725041772655,0.3982,"ORC_fine"
"Beta_SSE402","random_X_and_Beta","N",2400,"glmnet_subset",13,2169.68301338495,0.8675,1,3.75036664757877,0.509809955663876,0.4249,1255.29146074619,2.84687250167997,0.465320430410028,0.4113,"ORC_fine"
"Beta_SSE403","random_X_and_Beta","N",2400,"glmnet_subset",14,2200.22158521114,0.88,1,3.76462558391639,0.507448434554902,0.42,1271.54741547323,2.78103309850015,0.458047179734534,0.3995,"ORC_fine"
"Beta_SSE404","random_X_and_Beta","N",2400,"glmnet_subset",15,2081.70640557587,0.895,1,3.59796676140578,0.504121661533949,0.4259,1174.56276061611,2.69896667554398,0.457080086918341,0.4083,"ORC_fine"
"Beta_SSE405","random_X_and_Beta","N",2400,"glmnet_subset",16,2068.07370452791,0.8675,1,3.58231443679632,0.501925976330557,0.4141,1195.87958488607,2.72412217194926,0.45649808798436,0.3996,"ORC_fine"
"Beta_SSE406","random_X_and_Beta","N",2400,"glmnet_subset",17,2048.85564284552,0.905,1,3.47875444971996,0.497179894563742,0.4276,1243.7420984078,2.80760096360188,0.462476068471405,0.4132,"ORC_fine"
"Beta_SSE407","random_X_and_Beta","N",2400,"glmnet_subset",18,2188.48365769149,0.89,1,3.70980325280211,0.507549567367508,0.4187,1252.86601304332,2.80171735087509,0.462012515600073,0.4005,"ORC_fine"
"Beta_SSE408","random_X_and_Beta","N",2400,"glmnet_subset",19,2140.47331322916,0.875,1,3.72172253836063,0.511122333868019,0.4285,1228.72445422204,2.8522077025158,0.467416956861129,0.4136,"ORC_fine"
"Beta_SSE409","random_X_and_Beta","N",2400,"glmnet_subset",2,2143.5029362123,0.9175,1,3.52831066365365,0.497371203096322,0.4339,1304.86794168535,2.8308278364401,0.460408943800541,0.4143,"ORC_fine"
"Beta_SSE410","random_X_and_Beta","N",2400,"glmnet_subset",20,2165.40860268442,0.88,1,3.74820554012217,0.506682109493167,0.4189,1275.80520615134,2.83582333963841,0.460608542334622,0.402,"ORC_fine"
"Beta_SSE411","random_X_and_Beta","N",2400,"glmnet_subset",21,2011.10483391611,0.9125,1,3.36848977067696,0.491964455405359,0.4207,1208.8345494992,2.68546867119338,0.454407433906879,0.4032,"ORC_fine"
"Beta_SSE412","random_X_and_Beta","N",2400,"glmnet_subset",22,2108.6763823435,0.8425,1,3.75323469075292,0.514788344511011,0.438,1203.8588962757,2.802629563532,0.467871893793427,0.4182,"ORC_fine"
"Beta_SSE413","random_X_and_Beta","N",2400,"glmnet_subset",23,2047.40885321589,0.925,1,3.39440467361507,0.495194905034923,0.4277,1232.58653446134,2.73610312319574,0.459515306162523,0.4118,"ORC_fine"
"Beta_SSE414","random_X_and_Beta","N",2400,"glmnet_subset",24,2107.98331934534,0.855,1,3.6985937706595,0.509392693021466,0.4261,1207.62774786602,2.82447124950597,0.464127833827624,0.4072,"ORC_fine"
"Beta_SSE415","random_X_and_Beta","N",2400,"glmnet_subset",25,2148.22856853085,0.8825,1,3.68694974984506,0.506646514484458,0.4237,1265.9552435742,2.72985722195428,0.458256695120163,0.4104,"ORC_fine"
"Beta_SSE416","random_X_and_Beta","N",2400,"glmnet_subset",26,2083.98140626152,0.9325,1,3.39136916004959,0.49024792915569,0.4197,1253.51872837,2.7864543951459,0.456738318065369,0.4014,"ORC_fine"
"Beta_SSE417","random_X_and_Beta","N",2400,"glmnet_subset",27,2125.93745180098,0.86,1,3.67204883814313,0.503843988770481,0.4137,1230.98189187227,2.76466719712588,0.456169200112805,0.3999,"ORC_fine"
"Beta_SSE418","random_X_and_Beta","N",2400,"glmnet_subset",28,2087.42894416919,0.8775,1,3.69572655683808,0.508728075618692,0.4323,1205.73780782192,2.80278566300278,0.463188138183786,0.4196,"ORC_fine"
"Beta_SSE419","random_X_and_Beta","N",2400,"glmnet_subset",29,2262.96250382271,0.855,1,3.83723713808473,0.513493557967072,0.4244,1318.29600704058,2.85652119224566,0.464927360810995,0.4156,"ORC_fine"
"Beta_SSE420","random_X_and_Beta","N",2400,"glmnet_subset",3,2013.96005189151,0.9,1,3.30968480005594,0.485347575008637,0.4146,1202.56550254879,2.60541287711135,0.445915696101746,0.3935,"ORC_fine"
"Beta_SSE421","random_X_and_Beta","N",2400,"glmnet_subset",30,2112.59599869545,0.91,1,3.39806584331541,0.487911239829966,0.4207,1288.59484485274,2.7745009937116,0.454048484508925,0.3977,"ORC_fine"
"Beta_SSE422","random_X_and_Beta","N",2400,"glmnet_subset",31,2083.07239040477,0.9375,1,3.42418686737141,0.492394400258043,0.4301,1288.20360825445,2.80642874081565,0.460012228478414,0.404,"ORC_fine"
"Beta_SSE423","random_X_and_Beta","N",2400,"glmnet_subset",32,2125.12222306318,0.8475,1,3.73419151585404,0.505523401384826,0.4129,1255.7075847318,2.83479016615282,0.460097079203887,0.4004,"ORC_fine"
"Beta_SSE424","random_X_and_Beta","N",2400,"glmnet_subset",33,2030.99856882874,0.89,1,3.50897753638703,0.501951415696567,0.4201,1165.88435096724,2.66507230002539,0.455809444303591,0.408,"ORC_fine"
"Beta_SSE425","random_X_and_Beta","N",2400,"glmnet_subset",34,2001.77736372294,0.905,1,3.35160161639906,0.491541788781158,0.4288,1200.23085458073,2.63738132564964,0.452633297145111,0.4149,"ORC_fine"
"Beta_SSE426","random_X_and_Beta","N",2400,"glmnet_subset",35,2136.44289679044,0.8725,1,3.68407605543363,0.504644287930389,0.4154,1223.29861774222,2.71008263182611,0.453445787062223,0.3972,"ORC_fine"
"Beta_SSE427","random_X_and_Beta","N",2400,"glmnet_subset",36,1999.17088894287,0.935,1,3.38007144073926,0.490603143611685,0.429,1217.50106265652,2.79691697680722,0.45908115867798,0.4021,"ORC_fine"
"Beta_SSE428","random_X_and_Beta","N",2400,"glmnet_subset",37,2175.60257970392,0.855,1,3.72726619412608,0.50605404354312,0.409,1274.9019371806,2.73428198772867,0.454117500456103,0.3979,"ORC_fine"
"Beta_SSE429","random_X_and_Beta","N",2400,"glmnet_subset",38,1980.26809610694,0.9025,1,3.22928234920862,0.484224322131246,0.423,1204.08261831827,2.62854445057854,0.45079380024639,0.4026,"ORC_fine"
"Beta_SSE430","random_X_and_Beta","N",2400,"glmnet_subset",39,2168.13049808061,0.875,1,3.76826010865235,0.509497206360571,0.4201,1261.79607579518,2.81342446128478,0.461591991125703,0.4072,"ORC_fine"
"Beta_SSE431","random_X_and_Beta","N",2400,"glmnet_subset",4,1994.36918164069,0.9125,1,3.2179334746626,0.481092863228698,0.4198,1199.43890024938,2.64485166740538,0.448666783476321,0.4002,"ORC_fine"
"Beta_SSE432","random_X_and_Beta","N",2400,"glmnet_subset",40,2118.21329857277,0.8725,1,3.71390238115452,0.508676706686113,0.4286,1219.71615050318,2.75353260756914,0.460689454951957,0.4149,"ORC_fine"
"Beta_SSE433","random_X_and_Beta","N",2400,"glmnet_subset",41,2162.81221763587,0.84,1,3.65877966004947,0.502482322547559,0.4142,1239.11943836355,2.69304189534173,0.451390963334714,0.4048,"ORC_fine"
"Beta_SSE434","random_X_and_Beta","N",2400,"glmnet_subset",42,2106.39791275209,0.9175,1,3.48909595166097,0.49595403194019,0.4358,1290.75503356909,2.82259048250486,0.461959034531412,0.4171,"ORC_fine"
"Beta_SSE435","random_X_and_Beta","N",2400,"glmnet_subset",43,2096.37829104189,0.9125,1,3.42681357983487,0.490739933636479,0.4146,1264.19950843981,2.65469283742285,0.449436551342601,0.3971,"ORC_fine"
"Beta_SSE436","random_X_and_Beta","N",2400,"glmnet_subset",44,2054.47688688935,0.9,1,3.51054710754693,0.499315332887952,0.4147,1135.09596839345,2.639345331807,0.451984990114363,0.4009,"ORC_fine"
"Beta_SSE437","random_X_and_Beta","N",2400,"glmnet_subset",45,2194.40757057796,0.8775,1,3.80592165603875,0.506569807271677,0.4238,1291.15727729172,2.84586461418805,0.45721074125901,0.4103,"ORC_fine"
"Beta_SSE438","random_X_and_Beta","N",2400,"glmnet_subset",46,2148.87846238134,0.8925,1,3.73506179110063,0.50759250759704,0.4296,1264.80731782818,2.84099320076059,0.463358020259282,0.4167,"ORC_fine"
"Beta_SSE439","random_X_and_Beta","N",2400,"glmnet_subset",47,2135.03113428642,0.89,1,3.65777792572276,0.503908112489378,0.4091,1245.84969760293,2.73068238788209,0.45518588026037,0.3941,"ORC_fine"
"Beta_SSE440","random_X_and_Beta","N",2400,"glmnet_subset",48,2051.81812591414,0.84,1,3.69195881310774,0.509233062490658,0.4245,1195.00345046665,2.80781515267789,0.465074743609671,0.4097,"ORC_fine"
"Beta_SSE441","random_X_and_Beta","N",2400,"glmnet_subset",49,2098.07624748347,0.9325,1,3.41392667956589,0.488132068796116,0.4155,1292.36375929322,2.74992248761749,0.452432568394308,0.3972,"ORC_fine"
"Beta_SSE442","random_X_and_Beta","N",2400,"glmnet_subset",5,2153.41836039743,0.845,1,3.79612968415239,0.51168098178076,0.4167,1261.89195142776,2.75300245449369,0.460115106423848,0.4025,"ORC_fine"
"Beta_SSE443","random_X_and_Beta","N",2400,"glmnet_subset",50,2111.6019558079,0.895,1,3.6702369025261,0.502435309953801,0.4123,1234.96681391918,2.75923961538246,0.456320431663694,0.3961,"ORC_fine"
"Beta_SSE444","random_X_and_Beta","N",2400,"glmnet_subset",6,2002.7690783942,0.925,1,3.32680745828737,0.490874425393691,0.4298,1207.81795997608,2.69737002101937,0.457687459853708,0.4081,"ORC_fine"
"Beta_SSE445","random_X_and_Beta","N",2400,"glmnet_subset",7,2146.39941483446,0.8625,1,3.66023547979995,0.508000708857058,0.4262,1245.59200962193,2.77517110617609,0.464760878718985,0.4102,"ORC_fine"
"Beta_SSE446","random_X_and_Beta","N",2400,"glmnet_subset",8,2111.48744347279,0.87,1,3.69254962453042,0.509455702835029,0.4279,1268.60475159723,2.80254921976865,0.465090777619998,0.4113,"ORC_fine"
"Beta_SSE447","random_X_and_Beta","N",2400,"glmnet_subset",9,2077.51268463727,0.89,1,3.69498392241211,0.506945936646405,0.4102,1216.32178163337,2.78043340141129,0.460131775955205,0.3947,"ORC_fine"
"Beta_SSE448","random_X_and_Beta","N",2400,"IBMR_no_Gamma",1,2437.95422418699,0.6425,1,5.52628969041467,0.579847268346023,0.4828,1408.16592032805,3.88221520330154,0.524878210985001,0.4803,"observed"
"Beta_SSE449","random_X_and_Beta","N",2400,"IBMR_no_Gamma",10,2308.55625230453,0.795,1,4.75966364153328,0.549442153607139,0.4759,1351.74895621764,3.62187523026527,0.505083919442578,0.4609,"observed"
"Beta_SSE450","random_X_and_Beta","N",2400,"IBMR_no_Gamma",11,2258.33512792547,0.78,1,4.59323474795291,0.546912266897216,0.4701,1303.47536247787,3.46768743757592,0.504062836668625,0.4536,"observed"
"Beta_SSE451","random_X_and_Beta","N",2400,"IBMR_no_Gamma",12,2162.88761364633,0.78,1,4.45808591008036,0.5413089003344,0.464,1260.72473856107,3.49336287650459,0.503355367204073,0.4438,"observed"
"Beta_SSE452","random_X_and_Beta","N",2400,"IBMR_no_Gamma",13,2342.25350013723,0.7625,1,4.83165829448598,0.556933862883654,0.4821,1364.25877374796,3.64167939374097,0.511572083374663,0.471,"observed"
"Beta_SSE453","random_X_and_Beta","N",2400,"IBMR_no_Gamma",14,2473.08940786338,0.63,1,5.46950963606375,0.576472805662106,0.4697,1419.38620405655,3.7744970916466,0.516972658255992,0.4697,"observed"
"Beta_SSE454","random_X_and_Beta","N",2400,"IBMR_no_Gamma",15,2196.63527010897,0.795,1,4.4088983203112,0.542094006554093,0.4746,1231.42197711343,3.43614443700996,0.502031415973592,0.4606,"observed"
"Beta_SSE455","random_X_and_Beta","N",2400,"IBMR_no_Gamma",16,2200.36626413024,0.8,1,4.47383994634928,0.543485732877817,0.4641,1275.44074608967,3.43970687554867,0.50073736432061,0.4544,"observed"
"Beta_SSE456","random_X_and_Beta","N",2400,"IBMR_no_Gamma",17,2359.00569542818,0.735,1,5.29192716647887,0.57591581400298,0.4843,1407.06612420626,3.91879839988644,0.527133226285011,0.477,"observed"
"Beta_SSE457","random_X_and_Beta","N",2400,"IBMR_no_Gamma",18,2381.73198822846,0.7275,1,4.8369757890707,0.555850712375238,0.4619,1321.1986639748,3.4889486371043,0.505547452448983,0.4481,"observed"
"Beta_SSE458","random_X_and_Beta","N",2400,"IBMR_no_Gamma",19,2331.10825716771,0.745,1,4.87220302606923,0.56093334377784,0.4703,1272.69636468078,3.5285828262792,0.509894745486292,0.4584,"observed"
"Beta_SSE459","random_X_and_Beta","N",2400,"IBMR_no_Gamma",2,2418.04683295326,0.735,1,5.0943036951737,0.565862955274157,0.4862,1404.2801181218,3.72312945046187,0.516657421848116,0.4747,"observed"
"Beta_SSE460","random_X_and_Beta","N",2400,"IBMR_no_Gamma",20,2343.14693478176,0.7775,1,4.92135408669996,0.55780778105091,0.4818,1432.55245982047,3.79517258068016,0.517470069217892,0.4741,"observed"
"Beta_SSE461","random_X_and_Beta","N",2400,"IBMR_no_Gamma",21,2229.99642756594,0.7775,1,4.5558683880292,0.547651974895599,0.467,1267.33452964414,3.42973894555088,0.502301794014968,0.4586,"observed"
"Beta_SSE462","random_X_and_Beta","N",2400,"IBMR_no_Gamma",22,2234.82599147221,0.76,1,4.64065279037385,0.555303552313792,0.4912,1274.82380340101,3.55854862553954,0.51520052329192,0.4788,"observed"
"Beta_SSE463","random_X_and_Beta","N",2400,"IBMR_no_Gamma",23,2232.17431666061,0.8175,1,4.43318221476835,0.544847533440794,0.4832,1295.44529378652,3.55776150294038,0.509973805693399,0.4646,"observed"
"Beta_SSE464","random_X_and_Beta","N",2400,"IBMR_no_Gamma",24,2326.66432738022,0.7075,1,5.07369493747873,0.568418207877669,0.4706,1304.04094161762,3.68589559469844,0.515759976885168,0.4672,"observed"
"Beta_SSE465","random_X_and_Beta","N",2400,"IBMR_no_Gamma",25,2328.74802149829,0.74,1,4.84465329905682,0.557655230428661,0.4755,1384.22925363737,3.56015253589277,0.509216496088908,0.4698,"observed"
"Beta_SSE466","random_X_and_Beta","N",2400,"IBMR_no_Gamma",26,2364.4477295383,0.745,1,4.89450205039965,0.557515277848154,0.4614,1350.91763805159,3.59618981715697,0.508130058587759,0.4498,"observed"
"Beta_SSE467","random_X_and_Beta","N",2400,"IBMR_no_Gamma",27,2363.76681061182,0.63,1,5.15061177195124,0.566742434249404,0.4602,1319.28807045871,3.5354059742171,0.507258745858641,0.4602,"observed"
"Beta_SSE468","random_X_and_Beta","N",2400,"IBMR_no_Gamma",28,2196.50031854669,0.83,1,4.42374966207387,0.542553983103496,0.4791,1274.4444638093,3.49044392576574,0.505520570924384,0.4661,"observed"
"Beta_SSE469","random_X_and_Beta","N",2400,"IBMR_no_Gamma",29,2385.76942908206,0.785,1,4.57930057024794,0.547426443836943,0.4679,1344.11838081799,3.41854460996699,0.501061252287344,0.4609,"observed"
"Beta_SSE470","random_X_and_Beta","N",2400,"IBMR_no_Gamma",3,2207.14910012992,0.81,1,4.43629402849557,0.538264735239254,0.4671,1269.37257511297,3.42600509562339,0.497566594715233,0.4502,"observed"
"Beta_SSE471","random_X_and_Beta","N",2400,"IBMR_no_Gamma",30,2387.12701165905,0.76,1,4.8095791251498,0.552028479696281,0.4686,1398.82647494562,3.58121688106141,0.504889199514189,0.455,"observed"
"Beta_SSE472","random_X_and_Beta","N",2400,"IBMR_no_Gamma",31,2360.10974191664,0.775,1,5.04341871013289,0.565990885369694,0.4918,1461.64002249595,3.94586122923974,0.529154833717321,0.4769,"observed"
"Beta_SSE473","random_X_and_Beta","N",2400,"IBMR_no_Gamma",32,2326.07980844647,0.68,1,5.06050970714139,0.562153782953698,0.4608,1321.83839374106,3.54419788312453,0.504388385099923,0.4528,"observed"
"Beta_SSE474","random_X_and_Beta","N",2400,"IBMR_no_Gamma",33,2249.05546178484,0.6825,1,4.83089739407993,0.560098653671757,0.4636,1222.05657510345,3.42869690243203,0.503541384178987,0.4623,"observed"
